"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"201 55489423200 (i) on (i)","Pal, Sujoy","3","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"202 57192294503 (i) on (i)","Pinjani, Saurabh","3","2","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"203 57211966207 (i) on (i)","Raj, Vishakha","3","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"204 7402899421 (i) on (i)","Rao, V. Venkata  Rao, V. Venkata","3","3","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"205 57195153337 (i) on (i)","Samanta, Sunil","3","2","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"206 55174958700 (i) on (i)","Sambrani, Shreekant  Sambrani, S.","3","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"207 57201904102 (i) on (i)","Schommer, Monika","3","2","EBS Universität für Wirtschaft und Recht","Oestrich-Winkel","Germany"
"","View last title","","","",""
"","","","","","",""
"208 57192748921 (i) on (i)","Sharma, Anand  Sharma, A.","3","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"209 6507984017 (i) on (i)","Sirurmath, Sangayya  Sirurmath, Sangayya S.   Sirurmath, S. Sirurmath","3","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"210 57215834772 (i) on (i)","Syal, Ananya","3","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"211 55535416200 (i) on (i)","Venkata Rao, V.","3","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"212 57217097905 (i) on (i)","Anil Kumar, H.  Anil kumar, H.","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"213 7007153214 (i) on (i)","Asokan, S. R.  Asokan, S.R.","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"214 57188709962 (i) on (i)","Banerjee, Prantosh J.","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"215 8505921800 (i) on (i)","Biswas, Debashish","2","2","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"216 57211270493 (i) on (i)","Bose, Disha","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"217 57093960200 (i) on (i)","Chandan, Amarjit  Chandan, A.","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"218 6507847679 (i) on (i)","Chockalingam, Kanmani","2","2","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"219 24723925600 (i) on (i)","Deole, Ujwal","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"220 7102713275 (i) on (i)","Desai, D. K.","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"221 55065802400 (i) on (i)","Desai, Tejas A.","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"222 6505908926 (i) on (i)","Dhawle, Anand S.","2","2","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"223 57711257900 (i) on (i)","Garg, Amit","2","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"224 57195101889 (i) on (i)","Golcha, Vivek","2","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
