"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"401 55868254500 (i) on (i)","Kv, Ramani","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"402 57194885257 (i) on (i)","Lahiri, Sandeb","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"403 57026079800 (i) on (i)","Lmhiri, Somdeb","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"404 57203896827 (i) on (i)","Lone, Aashiq Hussian","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"405 57197929463 (i) on (i)","Madhavan, T.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"406 7003498943 (i) on (i)","Madhavan, T.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"407 57205020711 (i) on (i)","Mahanta, Hiranmay","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"408 57217464329 (i) on (i)","Maheshwari, Mridul","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"409 57226179068 (i) on (i)","Majilla, Tanmoy","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"410 57195148171 (i) on (i)","Malek, Imran","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"411 57225781656 (i) on (i)","Mavalankar, Dv","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"412 57211860569 (i) on (i)","Meena, Tarun","1","1","Yale University","New Haven","United States"
"","View last title","","","",""
"","","","","","",""
"413 55762651100 (i) on (i)","Mehandiratta, Sweta","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"414 57225950964 (i) on (i)","Mishra, Abinash","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"415 57263132500 (i) on (i)","Mishra, Akashdeep","1","0","Indira Gandhi Inst","Mumbai","India"
"","View last title","","","",""
"","","","","","",""
"416 42361272000 (i) on (i)","Mishra, Prabhat Kumar","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"417 57011625200 (i) on (i)","Misra, P. N.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"418 56264046700 (i) on (i)","Mohan, L.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"419 57192723779 (i) on (i)","Mohan, Neeraj","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"420 26639640600 (i) on (i)","Mukerji, Aditya","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"421 57219668763 (i) on (i)","Mukherjee, Debdatta","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"422 57195155215 (i) on (i)","Mukherjee, Jayant","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"423 57500006200 (i) on (i)","Mukul, Kumar","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"424 57190369916 (i) on (i)","Murthy, N.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"425 6701833077 (i) on (i)","Namboodiri, Vishnu N.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"426 57195149866 (i) on (i)","Narayanan, M.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"427 56365736300 (i) on (i)","Navik, Viral","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"428 57189717738 (i) on (i)","P Oornachandra R Ao, P.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"429 57015485600 (i) on (i)","Padia, Veena","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"430 57210154454 (i) on (i)","Pandey, Ashok Kumar","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"431 57194986304 (i) on (i)","Pandey, Avinash","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"432 57809235700 (i) on (i)","Pandey, Sandeep","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"433 57195151629 (i) on (i)","Pandit, Anuradha","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"434 57226093049 (i) on (i)","Parakh, Kritika","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"435 57195104104 (i) on (i)","Paranjape, Avinash","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"436 57220515162 (i) on (i)","Parekh, Sandeep P.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"437 57195126135 (i) on (i)","Parekh, Sandeep","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"438 57192960136 (i) on (i)","Parhi, Sampanna","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"439 57195107789 (i) on (i)","Parikh, Darshan","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"440 7006005215 (i) on (i)","Parikh, V. C.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"441 56740271400 (i) on (i)","Parmar, Ashis Jalote","1","1","Ahmedabad University","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"442 57214711287 (i) on (i)","Parmar, M.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"443 57217324688 (i) on (i)","Patel, H.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"444 57195101201 (i) on (i)","Patel, I. G.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"445 57212880501 (i) on (i)","Patel, Kalpesh","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"446 36785979800 (i) on (i)","Patel, Nitin R.","1","1","University of Pittsburgh","Pittsburgh","United States"
"","View last title","","","",""
"","","","","","",""
"447 57214458182 (i) on (i)","Patel, Sureshchandra R.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"448 57208810371 (i) on (i)","Pathak, Swati","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"449 57220391761 (i) on (i)","Phansalkar, S. J.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"450 57204009987 (i) on (i)","Poonawala, Sakina H.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"451 7005554115 (i) on (i)","Prabhakar, A. S.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"452 7005780274 (i) on (i)","Prakash, T. N.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"453 57214819170 (i) on (i)","Prasad, Ashita","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"454 8909564900 (i) on (i)","Preeta, Vyas","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"455 57195130512 (i) on (i)","Priya, Ritwick","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"456 57225898323 (i) on (i)","Purohit, Siddharth M.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"457 6504362468 (i) on (i)","Puroshotham, P.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"458 57086849300 (i) on (i)","Purushotham, P.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"459 57195150029 (i) on (i)","Puvar, Tapasvi","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"460 57215981577 (i) on (i)","Puwar, Tapaswi","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"461 57208701891 (i) on (i)","Raghavachari, M.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"462 57376245600 (i) on (i)","Rahaman, Wasim","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"463 57211336248 (i) on (i)","Rai, Aditi","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"464 57821991700 (i) on (i)","Ram, Bhagwat","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"465 57203950626 (i) on (i)","Ram, Mohan M.P.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"466 56754781000 (i) on (i)","Ramakrishnan, T. S.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"467 57160764900 (i) on (i)","Raman, Charanya","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"468 7003732996 (i) on (i)","Raman, M.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"469 56565303700 (i) on (i)","Ranade, C. G.","1","1","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"470 57195148526 (i) on (i)","Rangarajan, C.","1","0","Indian Institute of Management Ahmedabad","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
