"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"1 7005516128 (i) on (i)","Krishnamurthy, Ananth  Krishnamurthy, A.","91","20","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"2 55260641200 (i) on (i)","Ghosh, Pulak","64","17","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"3 55823603900 (i) on (i)","Das, Gopal","52","18","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"4 14011831800 (i) on (i)","De’, Rahul  Dé, Rahul   De', Rahul   De, Rahul","49","13","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"5 7004477781 (i) on (i)","Chanda, Rupa  Chanda, R.","45","9","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"6 55463286500 (i) on (i)","Mishra, Sushanta Kumar  Mishra, Sushanta   Mishra, Sushanta K.","44","12","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"7 7004142057 (i) on (i)","Hazra, Jishnu","41","10","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"8 57197105377 (i) on (i)","Dinesh Kumar, U.  Kumar, U. Dinesh   Kumar, U. D.","40","11","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"9 54789798200 (i) on (i)","Kulkarni, Mukta V.  Kulkarni, Mukta","38","18","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"10 6602278869 (i) on (i)","Saranga, Haritha  Saranga, H.","35","20","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"11 55838551100 (i) on (i)","Banerjee, Ritwik","34","11","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"12 24317651000 (i) on (i)","Manimala, Mathew James  Manimala, Mathew J.   MANIMALA, MATHEW J.","34","8","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"13 8442071200 (i) on (i)","Shainesh, Gangadharan  Shainesh, G.","34","9","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"14 6602993609 (i) on (i)","Tirupati, Devanath  TIRUPATI, DEVANATH   Tirupati, D.","34","16","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"15 57201438862 (i) on (i)","Das, Debojyoti","32","17","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"16 9435964900 (i) on (i)","Desai, Jitamitra  Desai, J.","31","10","Indian Institute of Management Bangalore","Bengaluru","India"
"","View last title","","","",""
