"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"801 57193489805 (i) on (i)","Mishra, Amit  Mishra, A.","7","6","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"802 57204061686 (i) on (i)","Mishra, Madhusmita  Mishra, M.","7","6","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"803 57207688239 (i) on (i)","Mitra, Murli Dhar  Mitra, Murlidhar","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"804 57215069989 (i) on (i)","Mohapatra, Debadatta","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"805 56364144300 (i) on (i)","Mukherjee, Sumedha","7","6","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"806 7005918825 (i) on (i)","Nagaraja, T.","7","2","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"807 6701828913 (i) on (i)","Nautiyal, B. D.","7","2","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"808 57226379014 (i) on (i)","Nawaz, Ahmad","7","4","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"809 57214503896 (i) on (i)","Pandey, Gaurav Chandra  Pandey, G. C.","7","4","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"810 56152163500 (i) on (i)","Pandey, Gunjan  Pandey, G.","7","6","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"811 26631985500 (i) on (i)","Pandey, Preeti","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"812 57004255600 (i) on (i)","Pandey, Shukdev","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"813 56148973200 (i) on (i)","Pandey, Vinay Kumar","7","6","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"814 7006423313 (i) on (i)","Pathak, Brajendra K.  Pathak, B. K.","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"815 57205632868 (i) on (i)","Pradhan, Gitanjali","7","4","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"816 56890377400 (i) on (i)","Prakash, Swati","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"817 57216533501 (i) on (i)","Prasad, Sorendra C.  Prasad, Sorendra   Prasad, S.   Prasad, S. C.","7","4","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"818 57208802864 (i) on (i)","Rai, Amrendra Kumar  Rai, A. K.   Rai, Amrendra","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"819 57205638941 (i) on (i)","Rai, Ranjeet Kumar","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"820 57223837736 (i) on (i)","Ram, Amit Kumar","7","1","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"821 57201880578 (i) on (i)","Ranjan, Alok  Ranjan, A.","7","2","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"822 57199120332 (i) on (i)","Ray, A. K.  Ray, A.","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"823 57211253677 (i) on (i)","Roy, Tania  Roy, T.","7","6","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"824 55340074100 (i) on (i)","Sahu, Shraddha","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"825 57195980850 (i) on (i)","Sankara Rao, Lakkoju Sankara  Rao, Lakkoju Sankara   Sankara Rao, L.   Rao, L. Sankara","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"826 57210543477 (i) on (i)","Saxena, Abhinav  Saxena, A.","7","2","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"827 14063860300 (i) on (i)","Sengar, Nidhi P.S.  Sengar, N. P.S.   Sengar, Nidhi","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"828 57675299400 (i) on (i)","Sharma, D. K.","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"829 57189715392 (i) on (i)","Sharma, Rahul Kumar","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"830 55194360300 (i) on (i)","Shukla, Swet Chand  Shukla, S. C.","7","4","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"831 57212847053 (i) on (i)","Singh, Akash  Singh, Aakash","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"832 55757783197 (i) on (i)","Singh, Arun K.  Singh, A. K.","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"833 56942678900 (i) on (i)","Singh, Ashwini Kumar  Singh, Ashwini   Singh, A. K.","7","3","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"834 55487576800 (i) on (i)","Singh, Awadhesh Pratap  Singh, Awadhesh P.   Singh, A. P.","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"835 57212223924 (i) on (i)","Singh, Bineeta","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"836 55450540800 (i) on (i)","Singh, Kunwar Awaneesh","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"837 56408936900 (i) on (i)","Singh, Kushagri A.  Singh, Kushagri","7","5","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
