"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"801 57752476700 (i) on (i)","Nandan, R.","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"802 57696253000 (i) on (i)","Nandan, Rakesh","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"803 57221533080 (i) on (i)","Nandanam, Krishna","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"804 57554520900 (i) on (i)","Nandini, Gopinath","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"805 57509597300 (i) on (i)","Narde, Shardul R.","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"806 57304395700 (i) on (i)","Narde, Shradul R.","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"807 57222138425 (i) on (i)","Nayak, Rupak Kumar","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"808 57754306900 (i) on (i)","Nayak, Saroj Kumar","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"809 57226604577 (i) on (i)","Neeharika, Gonuguntla","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"810 57197835916 (i) on (i)","Negi, Naveen","1","1","Indian Institute of Technology Bhubaneswar","Bubhaneswar","India"
"","View last title","","","",""
"","","","","","",""
"811 57202309834 (i) on (i)","Nitheesh Kumar, P.","1","1","Indian Institute of Technology Bhubaneswar","Bubhaneswar","India"
"","View last title","","","",""
"","","","","","",""
"812 57345279500 (i) on (i)","Nongmaithem, Robinson Singh","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"813 57113209500 (i) on (i)","Ojha, A. K.","1","0","Indian Institute of Technology Bhubaneswar","Bubhaneswar","India"
"","View last title","","","",""
"","","","","","",""
"814 57222958937 (i) on (i)","P, Nitheesh Kumar  P., Nitheesh Kumar","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"815 57200947178 (i) on (i)","Palanivel, Silambarasan","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"816 57201735395 (i) on (i)","Panda, Aum Sagar","1","1","Indian Institute of Technology Bhubaneswar","Bubhaneswar","India"
"","View last title","","","",""
"","","","","","",""
"817 56252302400 (i) on (i)","Pa.nda, Ganapati","1","1","Indian Institute of Technology Bhubaneswar","Bubhaneswar","India"
"","View last title","","","",""
"","","","","","",""
"818 56514885200 (i) on (i)","Panda, Taradutta","1","0","Indian Institute of Technology Bhubaneswar","Bubhaneswar","India"
"","View last title","","","",""
"","","","","","",""
"819 57550793900 (i) on (i)","Pandey, Apurve K.","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"820 57209610462 (i) on (i)","Pandey, Paritosh","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"821 57604937300 (i) on (i)","Pandit, M. K.","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"822 57190941910 (i) on (i)","Pantangi, Ramakrishna","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"823 57244895000 (i) on (i)","Pany, Sudipta","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"824 57218689749 (i) on (i)","Parida, Arjun","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"825 57752762900 (i) on (i)","Parida, Chinmay","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"826 57218248590 (i) on (i)","Parida, Himanshu","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"827 57363499200 (i) on (i)","Parpe, Aditya","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"828 57205186527 (i) on (i)","Parulekar, Nachiket","1","1","National University of Singapore","Singapore City","Singapore"
"","View last title","","","",""
"","","","","","",""
"829 57354650300 (i) on (i)","Patan, Ayazulla Khan","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"830 57280129900 (i) on (i)","Patel, Payal","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"831 57697423200 (i) on (i)","Patel, Pooja","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"832 57213560467 (i) on (i)","Pathak, S.","1","1","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"833 57216301569 (i) on (i)","Pati, Sumeet Kumar","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"834 57224637859 (i) on (i)","Patil, Dhananjay","1","0","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"835 57204616040 (i) on (i)","Patnaik, Pranab","1","1","Indian Institute of Technology Bhubaneswar","Bubhaneswar","India"
"","View last title","","","",""
"","","","","","",""
