"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"201 57079035300 (i) on (i)","Katla, Jagadish","9","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"202 57306845900 (i) on (i)","Kumar, Rahul","9","3","IBS Center for Geometry and Physics","Pohang","South Korea"
"","View last title","","","",""
"","","","","","",""
"203 57202791845 (i) on (i)","Mishra, Akash K.  Mishra, Akash   K Mishra, Akash","9","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"204 57222129691 (i) on (i)","Narayanan, Vinod","9","1","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"205 57202763979 (i) on (i)","Pandey, Vijayalakshmi","9","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"206 57195236017 (i) on (i)","Rodda, Gopala Krishna","9","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"207 57201880306 (i) on (i)","Seethalakshmi, P.","9","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"208 57203242798 (i) on (i)","Shil, Sujay","9","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"209 56701810900 (i) on (i)","Singh, Chetan C.  Singh, C. C.   Singh, Chetan","9","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"210 57215278138 (i) on (i)","Singh, Yogesh","9","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"211 57204333057 (i) on (i)","Thambi, Varsha","9","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"212 35221111100 (i) on (i)","Amrutiya, Sanjay","8","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"213 56451152900 (i) on (i)","Balsukuri, Naresh","8","7","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"214 57190005191 (i) on (i)","Bandaru, Narendra","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"215 57194423865 (i) on (i)","Banerjee, Soumyarup  Banerjee, S.","8","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"216 12787002600 (i) on (i)","Barik, Suvakanta","8","6","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"217 57224875972 (i) on (i)","Bisht, Anuj","8","6","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"218 57212306551 (i) on (i)","Biswas, Ayan  Biswas, A.","8","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"219 56673205600 (i) on (i)","Das, Saroj Kumar  Das, Saroj","8","6","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"220 57190071868 (i) on (i)","Dey, Saptarshi","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"221 57192274920 (i) on (i)","Dixit, Deepa  Dixit, D.","8","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"222 57201701335 (i) on (i)","Dubey, Pankaj","8","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"223 57212484424 (i) on (i)","Ghosh, Rajes","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"224 57200650259 (i) on (i)","Gunda, Harini  Gunda, H.   Harini, Gunda","8","6","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"225 57219029418 (i) on (i)","Hivare, Pravin","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"226 57202742175 (i) on (i)","Karan, Pratyaksh  Karan, P.","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"227 57195937571 (i) on (i)","Khandelwal, Amitap","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"228 57214110168 (i) on (i)","Kumar, Neeraj","8","4","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"229 57213307821 (i) on (i)","Mahesh, Vaikkara Purushothaman  Mahesh, V. P.","8","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"230 57190000166 (i) on (i)","Majhi, Sasmita  Majhi, S.","8","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"231 57206770760 (i) on (i)","Mir, Ab Qayoom","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"232 57209747853 (i) on (i)","Mukherjee, Tarushyam","8","6","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"233 57052553000 (i) on (i)","Murugan, Arumugavel","8","6","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"234 57198777004 (i) on (i)","Paital, Diptiranjan","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"235 57209310120 (i) on (i)","Pandey, Abhishek Kumar  Pandey, Abhishek K.","8","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"236 57221757942 (i) on (i)","Patel, Khushbu K.  Patel, Khushbu","8","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"237 56701927500 (i) on (i)","Patel, Tvarit A.  Patel, Tvarit   Patel, T. A.","8","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"238 56173090600 (i) on (i)","Patidar, Rohan","8","6","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"239 57202709437 (i) on (i)","Ray, Dwaipayan","8","4","Qualcomm Bangalore Design Center","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"240 57195373577 (i) on (i)","Sarode, Ajinkya","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"241 55540326000 (i) on (i)","Soppina, Pushpanjali","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"242 55264508000 (i) on (i)","Srivastava, Akanksha  Srivastava, A.","8","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"243 57203424380 (i) on (i)","Verma, Vinay","8","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"244 57219240832 (i) on (i)","Adhikary, Rishiraj","7","1","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"245 57203330310 (i) on (i)","Angira, Deekshi","7","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"246 57218843519 (i) on (i)","Bhadari, N. K.  Bhadari, Naval Kishor","7","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"247 56958013900 (i) on (i)","Bhavsar, Punitkumar","7","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"248 57190976065 (i) on (i)","Chauhan, Bhavesh","7","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"249 57202081635 (i) on (i)","Dash, Adyasha","7","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"250 57201089678 (i) on (i)","Dewangan, Mainendra Kumar","7","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"251 56900988700 (i) on (i)","Dhiman, Ashish","7","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"252 57206847101 (i) on (i)","Dilip, H. N.  Dilip, H. N.   Dilip, Haritha","7","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"253 57205155229 (i) on (i)","Goswami, Ankush","7","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"254 57215423644 (i) on (i)","Gupta, Rajat  Gupta, R.","7","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"255 57191260906 (i) on (i)","Gupta, Sanika","7","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"256 57211173324 (i) on (i)","Jain, Naman","7","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"257 57192950426 (i) on (i)","James, Asha Liza","7","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"258 57006374400 (i) on (i)","KrishnaKumar, V. Guru  Krishnakumar, V. Guru   KrishnaKumar, V. Guru   Krishna Kumar, V. Guru","7","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"259 57226074536 (i) on (i)","Kumar, Anuj  Kumar, A.","7","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"260 55578495300 (i) on (i)","Kuriakose, Selvia","7","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"261 57220868767 (i) on (i)","Makani, Nisha Hiralal  Makani, Nisha","7","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"262 55992188800 (i) on (i)","Manwani, Krishna","7","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"263 55703090600 (i) on (i)","Mehta, Mona G.","7","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"264 56926183500 (i) on (i)","Mondal, Anirban","7","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"265 57219554241 (i) on (i)","Mondal, Biswajit  Mondal, B.","7","3","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"266 56818883700 (i) on (i)","Munusamy, Selva Balaji  Munusamy, Selva B.","7","4","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"267 57215067423 (i) on (i)","Natwariya, Pravin Kumar","7","5","Physical Research Laboratory India","Ahmedabad","India"
"","View last title","","","",""
"","","","","","",""
"268 6506701761 (i) on (i)","Oberoi, Chander K.  Oberoi, C.   Oberoi, C. K.","7","2","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
"","View last title","","","",""
"","","","","","",""
"269 57007920600 (i) on (i)","Ojha, Abhijeet","7","5","Indian Institute of Technology Gandhinagar","Gandhinagar","India"
