"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"601 57215408510 (i) on (i)","Kumar, Anuj  Kumar, A.","20","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"602 56048962900 (i) on (i)","Kumar, Mohit  Kumar, M.","20","3","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"603 23035605200 (i) on (i)","Mehta, Sarabjeet Singh  Mehta, S.   Mehta, Sarabjeet   Mehta, S. S.","20","11","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"604 54682190300 (i) on (i)","Pandit, Sapna","20","11","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"605 57213875633 (i) on (i)","Singh, Jitendra  Singh, J. P.","20","7","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"606 55839479800 (i) on (i)","Thakur, Rahul","20","8","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"607 37075845700 (i) on (i)","Verma, Nitin  Nitin, Verma","20","7","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"608 57188881635 (i) on (i)","Vidyarthy, Ravi Shanker  Vidyarthy, Ravi S.   Vidyarthy, R. S.   Vidyrathy, R. S.","20","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"609 36781902300 (i) on (i)","Anbanandam, R.  Anbanandam, Ramesh   Anbanandam, R.","19","11","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"610 7004860986 (i) on (i)","Charan, Virendra  Charan, V.","19","5","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"611 8613926400 (i) on (i)","Das, Devadutta D.  Das, D. D.   Das, Devadutta   Das, D.","19","5","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
