"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"401 18438006600 (i) on (i)","Smitha, Puthucheri S.  Puthucheri, Smitha   Smitha, P.   Smitha, Puthucheri","36","13","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"402 57196423466 (i) on (i)","Tiwari, Anjani Kumar  Tiwari, Anjani K.   Kumar Tiwari, Anjani","36","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"403 57199316924 (i) on (i)","Jain, Ashok K.Univ Of Roorkee  Jain, Ashok K.   Jain, A. K.   JAIN, ASHOK K.   Jain, Ashok K.Univ of Roorkee   Jain, Ashok","35","7","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"404 16242456600 (i) on (i)","Pratibha","35","6","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"405 56809412100 (i) on (i)","Sukumar, Uday Kumar  Uday Kumar, Sukumar   Kumar, S.   Kumar, Sandeep   Sukumar, Uday K.   Uday Kumar, S.   Udaykumar, S.   Kumar, S. Uday","35","19","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"406 7401937984 (i) on (i)","Verma, Arun  Verma, A.","35","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"407 7003365231 (i) on (i)","Bera, P.  Bera, Premananda","34","13","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"408 57226805474 (i) on (i)","Kumar, Ashok","34","13","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"409 57201756176 (i) on (i)","Kumar, Nagesh Satish  Kumar, N.   Kumar, Nagesh   Kumar, N. Satish","34","15","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"410 7102696297 (i) on (i)","Mahesh, Vijendra K.  Mahesh, V. K.   MAHESH, V. K.   Mahesh, V. k.","34","8","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"411 6603955275 (i) on (i)","Mehra, Daljit Kumar  Mehra, Daljit K.   Mehra, D. K.","34","7","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"412 56041391100 (i) on (i)","Mitra, Ranajit  Mitra, R.   Mitra, Ranjit","34","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"413 57189236145 (i) on (i)","Pandit, Nidhi","34","7","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"414 57202719467 (i) on (i)","Wasan, Ajay  Wasan, A.","34","10","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"415 56742997300 (i) on (i)","Gautam, Gaurav  Gautam, G.","33","13","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"416 57198306645 (i) on (i)","Khanna, Sudarshan K.  Khanna, S. K.","33","2","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"417 57188662614 (i) on (i)","Srivastava, Amit Kumar  Srivastava, Amit K.   Srivastava, A. K.   Srivastava, Amit","33","13","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"418 7102281661 (i) on (i)","Bhargava, Renu  Bhargava, R.","32","15","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"419 7404234788 (i) on (i)","Gupta, Puran Chandra  Gupta, P. C.","32","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"420 57225721930 (i) on (i)","Jain, Manoj Kumar  Jain, M. K.   Jain, Manoj M.   Kumar Jain, Manoj   Jain, M.   Jain, Manoj K.","32","12","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"421 7202617935 (i) on (i)","Kamal, A. K.","32","3","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"422 8727079700 (i) on (i)","Sarangi, Pranita P.","32","14","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"423 57211940101 (i) on (i)","Selvaraj, Raghu  Raghu, S.","32","11","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"424 15840367400 (i) on (i)","Sen, Sumit  Sen, S.","32","12","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"425 6701787458 (i) on (i)","Anbalagan, Rathinam  Anabalagan, R.   Anbalagan, R.","31","14","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"426 8627465800 (i) on (i)","Bhattacharya, Biplab  Bhattacharya, B.","31","12","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"427 57192717180 (i) on (i)","Ganesh, R.  Ganesh, R.   Ganesh, Ravi","31","8","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"428 36672956500 (i) on (i)","Jha, Prateek K.  Kumar Jha, Prateek   Jha, Prateek K.","31","16","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"429 55510104200 (i) on (i)","Karmakar, Anish  Karmakar, A.","31","11","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"430 57306777700 (i) on (i)","Kumar, Rajeev  Kumar, Raj   Kumar, Rajee   Kumar, R.","31","7","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"431 57191253138 (i) on (i)","Kumar, Vinay  Kumar, V.","31","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"432 35321222100 (i) on (i)","Pal, Siladitya  Pal, S.","31","14","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"433 55509070600 (i) on (i)","Seshadrinath, Jeevanand    Seshadrinath, Jeevan   Jeevanand, S.","31","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"434 55482822100 (i) on (i)","Sharma, Ambalika L.  Sharma, A. L.   Sharma, A.   Sharma, Ambalika","31","8","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"435 56260848700 (i) on (i)","Tyagi, Anshul  Tyagi, A.","31","7","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"436 57200831744 (i) on (i)","Chandrasekaran, Anjur R.  Chandrasekaran, A. R.","30","4","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"437 56450499000 (i) on (i)","Chaudhri, Nivedita","30","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"438 55636509800 (i) on (i)","Goswami, Mayank  Goswami, M.   Goswami, M. P.","30","9","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"439 56998446900 (i) on (i)","Gulati, Khushboo","30","10","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"440 56450415300 (i) on (i)","Kataria, Ravinder","30","11","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"441 29467697800 (i) on (i)","Mishra, Kirti Bhushan  Mishra, Kirty B.   Bhushan Mishra, Kirti   Mishra, Kirti B.   Mishra, K. B.","30","12","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"442 35119501100 (i) on (i)","Srivastava, Sachin Kumar  Srivastava, Sachin K.","30","15","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"443 16306483300 (i) on (i)","Agrawal, R. D.","29","21","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"444 56437382700 (i) on (i)","Behera, Abhisek K.  Behera, Abhisek K.","29","12","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"445 7103333522 (i) on (i)","Choudhury, Bijan  Choudhury, B.","29","14","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
"446 57218830596 (i) on (i)","Goel, V. K.  Goel, V.","29","6","Indian Institute of Technology Roorkee","Roorkee","India"
"","View last title","","","",""
"","","","","","",""
