"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"1401 57191851792 (i) on (i)","Guvvala, Nagaraju  Nagaraju, Guvvala   Nagaraju, G.","10","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1402 57368670700 (i) on (i)","Hariharan, R.","10","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1403 55802853700 (i) on (i)","Ishitha, Kumar  Ishitha, K.","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1404 55097264800 (i) on (i)","Janakiraman, Deepika","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1405 55003765000 (i) on (i)","Jay, Devika","10","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1406 57144099200 (i) on (i)","Jayaprakash, K. S.  Jayaprakash, K. S.","10","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1407 57201406400 (i) on (i)","John, Jobin D.  John, Jobin D.   John, Jobin","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1408 57201284847 (i) on (i)","Julina, M.  Julina, M.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1409 57209235779 (i) on (i)","K, Vasanthakumar  K., Vasanthakumar   Vasanthakumar, K.","10","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1410 55170594200 (i) on (i)","Kalpana, K.  Kalpana, K.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1411 57189249530 (i) on (i)","Kamath, Gopal Krishna","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1412 49963697900 (i) on (i)","Kannan, Divya  Kannan, D.   Divya, K.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1413 57027699100 (i) on (i)","Kannan, Elankumaran  Kannan, E.","10","7","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1414 57191242939 (i) on (i)","Karthick, S.  Karthick, S.","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1415 57190219054 (i) on (i)","Kashikar, Ravi","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1416 57208684417 (i) on (i)","Kasthuri, Praveen","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1417 56105213700 (i) on (i)","Kesavakumar, Balakrishnan  Kesavakumar, B.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1418 6507237365 (i) on (i)","Kolathodi, Muhamed Shareef  Shareef, K. M.A.   Kolathodi, M. S.   Shareef, K. M.","10","8","Kansas State University","Manhattan","United States"
"","View last title","","","",""
"","","","","","",""
"1419 57208901617 (i) on (i)","Koodalil, Dileep","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1420 57205211389 (i) on (i)","Kori, Avinash  Kori, A.","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1421 57200635677 (i) on (i)","Kothandaraman, Ramanujam  Kothandaraman, R.","10","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1422 57611398600 (i) on (i)","Koundinya, Sandeep","10","2","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1423 57197461933 (i) on (i)","Krishnamurthy, S.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1424 57194872572 (i) on (i)","Kumar, Mari Ganesh  Kumar, Mari Ganesh M.   Kumar, M.","10","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1425 57021724200 (i) on (i)","Kumar, P. Madhan  Kumar, P. Madhan   Madhan Kumar, P.","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1426 55500496600 (i) on (i)","Kumar, Sawan  Kumar, S.","10","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1427 57160442300 (i) on (i)","Lakshminarayanan, Chandrashekar  Lakshminarayanan, Chandra Shekar   Chandrashekar, L.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1428 57202290589 (i) on (i)","Logakannan, Krishna Prasath  Prasath, Krishna   Logakannan, Krishna","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1429 39362163500 (i) on (i)","Lokeswaran, S.","10","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1430 37073018300 (i) on (i)","Madhavi, N.  Natarajan, Madhavi","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1431 57195641590 (i) on (i)","Majhy, Butunath  Majhy, B.","10","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1432 57199170426 (i) on (i)","Manda, Prashanth Kumar  Manda, Prashant Kumar   Prashanth Kumar, Manda","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1433 6603037859 (i) on (i)","Manisekaran, T.","10","4","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1434 57210657949 (i) on (i)","Manoharan, Ramasamy","10","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1435 55802772200 (i) on (i)","Marothiya, Gaurav  Gaurav, M.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1436 57201395220 (i) on (i)","Mishra, Amardeep  Mishra, A.","10","2","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1437 7103320984 (i) on (i)","Murty, K. V.G.K.","10","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1438 15848966500 (i) on (i)","Naidu, Ajay B.","10","10","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1439 57189581141 (i) on (i)","Nair, Harish Sudhakaran      Sudhakaran Nair, Harish","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1440 57202894088 (i) on (i)","Nair, Sandeep V.","10","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1441 57193676724 (i) on (i)","Nampoothiri, Krishnadas Narayanan  Nampoothiri, K. N.","10","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1442 57195469562 (i) on (i)","Narayanan, Revathy","10","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1443 22968452300 (i) on (i)","Padmaja, A.","10","4","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1444 55812962400 (i) on (i)","Panbiharwala, Yusuf  Panbiharwala, Y.","10","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1445 7201546754 (i) on (i)","Paul, Trishna  Paul, T.","10","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1446 7103189315 (i) on (i)","Pillai, R. B.C.","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1447 35847862200 (i) on (i)","Pragatheeswaran, Avanasiyappan  Pragatheeswaran, A.","10","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1448 36024293900 (i) on (i)","Prakash, Jeena J.","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1449 57221239751 (i) on (i)","Pramanik, Sheersha","10","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1450 23100761500 (i) on (i)","Prasad, D. J. C.  Prasad, D. J.C.","10","9","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1451 6602557639 (i) on (i)","Raamachandran, J.","10","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
