"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"401 57205506124 (i) on (i)","Dhruw, Laxmikant","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"402 57463035200 (i) on (i)","Dosi, Muskan","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"403 57544316900 (i) on (i)","Dwivedi, Anurag","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"404 57465485900 (i) on (i)","Dwivedi, Archit","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"405 57467824400 (i) on (i)","Ethiraj, Sabeesh","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"406 57218608586 (i) on (i)","Garg, Avinash","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"407 55206867600 (i) on (i)","Garg, Praveen","2","1","Indian Institute of Technology Rajasthan","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"408 57339194200 (i) on (i)","Garg, Shivani","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"409 57707434100 (i) on (i)","Ghosh, Surajit S.  Ghosh, S. S.   Ghosh, Surajit","2","1","Indian Institute of Chemical Biology","Kolkata","India"
"","View last title","","","",""
"","","","","","",""
"410 57216634066 (i) on (i)","Gupta, Geetesh","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"411 55461284100 (i) on (i)","Jain, Sanyam","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"412 57191890419 (i) on (i)","Jingar, Naresh","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"413 57454867000 (i) on (i)","Kachhwaha, Mohit","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"414 57432811500 (i) on (i)","Kamboj, Nisha","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"415 56292015400 (i) on (i)","Kar, Pallavi","2","2","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"416 57221416110 (i) on (i)","Kasera, Harshita","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"417 57221102177 (i) on (i)","Kumar, Anil","2","2","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"418 57231601400 (i) on (i)","Kumar, Anil","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"419 57224687080 (i) on (i)","Kumar, Divya","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"420 57220656031 (i) on (i)","Kumar, Gaurav","2","2","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"421 57211970448 (i) on (i)","Kumar, Jitnedra Ravi  Kumar, J. Ravi   Kumar, Jitnedra","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"422 57684323700 (i) on (i)","Kumar, Kapil","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"423 57306714000 (i) on (i)","Kumar, Rakesh","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"424 57225853587 (i) on (i)","Kumar, Rohan","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"425 57563216600 (i) on (i)","Kumar, Sumit","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"426 57224314628 (i) on (i)","Kumar Hota, Sudhir","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"427 57574621800 (i) on (i)","Kumari, Akanksha","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"428 57217339356 (i) on (i)","Kumari, Manju","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"429 55635477400 (i) on (i)","Kumawat, Sagarmal","2","2","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"430 57558372400 (i) on (i)","Maji, Sushobhan","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"431 57226696245 (i) on (i)","Malik, Apoorva","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"432 57220368227 (i) on (i)","Meena, Jitendra  Meena, J.","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"433 57225183863 (i) on (i)","Mishra, Shiksha","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"434 57512926200 (i) on (i)","Mukesh, Bandi Sai","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"435 57212877074 (i) on (i)","Nandi, Subhadra","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"436 57713657000 (i) on (i)","Narayan, Kartik","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"437 57217312143 (i) on (i)","Pandey, Vikas P.  Pandey, V. P.   Pandey, Vikas","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"438 57449777200 (i) on (i)","Patel, Parth","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"439 57206486036 (i) on (i)","Patel, Shreya Hasmukh","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"440 57409244200 (i) on (i)","Patel, Shreyas Maheshkumar","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"441 57226286877 (i) on (i)","Prabha Charan, Chandra","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"442 57264089500 (i) on (i)","Prakash, Kshema","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"443 57742667500 (i) on (i)","Prasad, Sneha","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"444 57220416986 (i) on (i)","Rahul, Kumar","2","2","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"445 55225478800 (i) on (i)","Raju, I. Venkat Appal","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"446 56964463300 (i) on (i)","Rakhi, N. K.","2","2","Indraprastha Institute of Information Technology, Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"447 56763481400 (i) on (i)","Ramakrishnan, Sai Mukund","2","2","Indian Institute of Technology Rajasthan","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"448 57297705000 (i) on (i)","Ramawat, Surbhi","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"449 57476728100 (i) on (i)","Saini, Shalu","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"450 57214247014 (i) on (i)","Samat, Ramkamal","2","2","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"451 57222997958 (i) on (i)","Samudrala, Appalakondaiah","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"452 57222257544 (i) on (i)","Sanghavi, Rushil Kaushal  Sanghavi, Rushil","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"453 57219504376 (i) on (i)","Saoji, Siddhant","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"454 57323958100 (i) on (i)","Sauraw, Anupam  Sauraw, A.","2","1","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"455 57219110629 (i) on (i)","Saxena, Vivek","2","0","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
"456 57225887498 (i) on (i)","Sharma, Arti","2","2","Indian Institute of Technology Jodhpur","Jodhpur","India"
"","View last title","","","",""
"","","","","","",""
