"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"201 36468242000 (i) on (i)","Garg, Bhavesh","10","5","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"202 57212926204 (i) on (i)","Kaushik, Malika","10","4","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"203 57740917800 (i) on (i)","Kumar, Amit","10","4","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"204 57196003706 (i) on (i)","Kumar, Balesh  Balesh Kumar","10","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"205 57211464279 (i) on (i)","Kumar, Pankaj Madhu  Kumar, Pankaj   Kumar, P. Madhu","10","6","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"206 57203375067 (i) on (i)","Kumar, Pavan","10","3","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"207 37089134900 (i) on (i)","Mishra, Chittaranjan  Mishra, C.   MISHRA, CHITTARANJAN","10","5","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"208 57202333589 (i) on (i)","Negi, Alok  Negi, A.","10","5","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"209 57170473600 (i) on (i)","Priya","10","4","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"210 55699978000 (i) on (i)","Rana, Chinar  Rana, C.","10","6","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"211 57205983532 (i) on (i)","Rani, Richa","10","7","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"212 56502367800 (i) on (i)","Sabapathy, Manigandan","10","5","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"213 57212470358 (i) on (i)","Saha, Debarshi","10","5","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"214 57219716163 (i) on (i)","Setia, Simran","10","2","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"215 57204122656 (i) on (i)","Uniyal, Piyush","10","4","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"216 56814845700 (i) on (i)","Bains, Deepak","9","5","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"217 56515099600 (i) on (i)","Baranwal, Ankit  Baranwal, A.","9","3","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"218 56736735900 (i) on (i)","Duhan, Pardeep  Duhan, P.","9","3","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"219 55922036800 (i) on (i)","Gupta, Sameer","9","2","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"220 57209287120 (i) on (i)","Johri, Pranav","9","2","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"221 57213122552 (i) on (i)","Kaur, Taranjot","9","3","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"222 57209122778 (i) on (i)","Kumar, Gautam Pavan  Kumar, G.   Kumar, G. Pavan   Kumar, Gautam","9","6","Indian Institute of Technology Ropar","Rupnagar","India"
