"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"1001 57863769300 (i) on (i)","Mahanta, Chandan  Mahanta, C.","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1002 57190048962 (i) on (i)","Mahanta, Upasana","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1003 57103385700 (i) on (i)","Maji, Kousik","8","7","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1004 56814246000 (i) on (i)","Mandal, Suraj Kumar","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1005 57202050027 (i) on (i)","Manna, Mihir","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1006 57346622000 (i) on (i)","Maturi, Krishna Chaitanya","8","1","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1007 57194004116 (i) on (i)","Mondal, Imdadul Hoque  Mondal, Imdadul H.","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1008 57207706519 (i) on (i)","Mondal, Tanmay","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1009 57201860383 (i) on (i)","Monika","8","6","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1010 57205647103 (i) on (i)","Najm, Moustafa","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1011 57200946944 (i) on (i)","Nandi, Nilanjana  Nandi, N.","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1012 57207827161 (i) on (i)","Nath, Priyanka K.  Nath, P. K.   Nath, Priyanka","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1013 57206481445 (i) on (i)","Neog, Arindom Bikash  Neog, Arindom B.","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1014 57207911182 (i) on (i)","Pandey, Sandeep Kumar  Pandey, Sandeep","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1015 57201286985 (i) on (i)","Pandit, Gopal","8","5","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1016 57191249666 (i) on (i)","Paul, Atanu Kumar","8","6","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1017 57212233867 (i) on (i)","Paul, Srijita","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1018 47962516100 (i) on (i)","Prabu, Vairakannu  Prabu, V.","8","7","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1019 57188976631 (i) on (i)","Rajender, Gone","8","8","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1020 57205360424 (i) on (i)","Ramasamy, Surjith","8","5","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1021 57200152862 (i) on (i)","Ramesh, K.","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1022 57193601693 (i) on (i)","Rao, S. Jagan Mohan  Mohan Rao, S. Jagan   Rao, S. Jagan Mohan   Jagan Mohan Rao, S.","8","6","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1023 36171198900 (i) on (i)","Ratti, Ritesh  Ratti, R.","8","5","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1024 57193505945 (i) on (i)","Ravisankar, R.  Ravisankar, Rajamanickam   Ravisankar, R.","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1025 57189516320 (i) on (i)","Roy, Ashalata","8","6","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1026 57210337541 (i) on (i)","Roy, Sanjit Kumar","8","5","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1027 56850120800 (i) on (i)","Saikia, Pahi","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1028 56884511600 (i) on (i)","Sangam, Ramanand Sagar  Sangam, Ramanand S.","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1029 57156190300 (i) on (i)","Sau, Prasenjit","8","8","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1030 57072048500 (i) on (i)","Sharma, Sukanya","8","2","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1031 15124230900 (i) on (i)","Singh, Chingakham B.  Singh, C. B.","8","7","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1032 57214523981 (i) on (i)","Singh, Umed Pratap  Singh, Umed","8","7","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1033 57204903584 (i) on (i)","Thakur, Siddharth","8","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1034 56940823700 (i) on (i)","Udaya Kumar, Darmalingam  Kumar, D. Udaya   Udaya Kumar, D.","8","1","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1035 57200511405 (i) on (i)","Verma, Rupesh","8","5","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1036 57192807280 (i) on (i)","Vidyapu, Sandeep  Sandeep, Vidyapu","8","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1037 57218902101 (i) on (i)","Vigneshwaran, K.  Vigneshwaran, K.","8","6","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1038 57215024931 (i) on (i)","Yadav, Rolly  Yadav, R.","8","1","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1039 35504007400 (i) on (i)","Yadav, Vinita","8","6","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1040 56566056200 (i) on (i)","Agarwal, Mayank","7","7","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1041 57094492900 (i) on (i)","Agarwal, Sumit  Agarwal, S.","7","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1042 17833447600 (i) on (i)","Ahmad, Seraj  Ahmad, S.","7","7","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1043 57362820400 (i) on (i)","Al-Ajamee, Mohammed","7","1","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1044 57226455924 (i) on (i)","Alla, Santhosh Kumar","7","5","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1045 57151052100 (i) on (i)","Anil Kumar, Chikkala  Anil Kumar, C.","7","4","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1046 57191109128 (i) on (i)","Anip, Anand","7","3","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
"1047 56180079300 (i) on (i)","Anoop, P.","7","1","Indian Institute of Technology Guwahati","Guwahati","India"
"","View last title","","","",""
"","","","","","",""
