"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"1001 57214452324 (i) on (i)","Sharma, Mayank","16","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1002 56297409500 (i) on (i)","Sharma, Pratibha  Sharma, P.","16","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1003 57217834998 (i) on (i)","Sharma, Swati","16","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1004 42162162300 (i) on (i)","Sharma, Tarun  Sharma, T.   Sharma, Trakshu","16","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1005 57212628765 (i) on (i)","Singh, Arunima P.  Singh, A. P.   Singh, Arunima","16","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1006 55487558600 (i) on (i)","Singh, Arvind  Singh, A.","16","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1007 57217623781 (i) on (i)","Singh, Khushboo  Singh, K.","16","2","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1008 57212711829 (i) on (i)","Srinivas, Babu K.  Srinivas, B. K.   Srinivas, B.","16","9","Indian Oil Corporation Limited","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1009 7102950779 (i) on (i)","Srivastava, Neeraj C.  Srivastava, N. C.","16","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1010 56435701600 (i) on (i)","Vijayanandan, Arya  Arya, V.","16","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1011 16229026600 (i) on (i)","Viswanathan, B.","16","5","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1012 57196329209 (i) on (i)","Aditya, Kritika  Aditya, K.","15","4","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1013 57199298046 (i) on (i)","Alam, Mohd","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1014 8556862700 (i) on (i)","Aruna, Ivaturi  Aruna, I.","15","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1015 8935288600 (i) on (i)","Arun-Kumar, Shiva P.  Arun Kumar, S. P.   Arun Kumar, Shiva   Arun-Kumar, S.","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1016 6602734856 (i) on (i)","Bansal, T. K.","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1017 8157751400 (i) on (i)","Bhasin, Lalita  Bhasin, L.","15","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1018 56661164500 (i) on (i)","Chatterjee, Subhankar","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1019 57143754800 (i) on (i)","Chaudhary, Shraddha  Chaudhary, S.","15","3","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1020 55481053100 (i) on (i)","Chowdhury, Niru  Chowdhury, N.","15","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1021 57194451577 (i) on (i)","Dhingra, Divya","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1022 57114348700 (i) on (i)","Dubey, Amarish  Dubey, A.","15","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1023 56681897400 (i) on (i)","Emmanuel, Arun C.  Emmanuel, A. C.   Emmanuel, A.","15","5","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1024 7102940588 (i) on (i)","Gandhi, M. L.","15","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1025 55578518000 (i) on (i)","Godiyal, Anoop Kant  Godiyal, Anoop   Godiyal, Anoop K.","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1026 55028745200 (i) on (i)","Goel, Savita  Goel, S.","15","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1027 57217272446 (i) on (i)","Gupta, Aditya N.  Gupta, A. N.   Gupta, Aditya","15","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1028 56394874900 (i) on (i)","Gupta, Agam","15","5","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1029 57205319580 (i) on (i)","Gupta, Mayank","15","5","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1030 57193808672 (i) on (i)","Gupta, Mohini","15","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1031 57320855100 (i) on (i)","Hebbi, Vishwanath","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1032 26431393900 (i) on (i)","Ibrahim, Farhana","15","3","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1033 57197553406 (i) on (i)","Jain, Himanshu Prakash  Jain, Himanshu","15","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1034 57052542100 (i) on (i)","Jha, Chandan Kumar  Jha, Chandan K.   Jha, Chandan","15","5","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1035 35487709400 (i) on (i)","Joseph, Shereena  Joseph, S.","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1036 26434340400 (i) on (i)","Kadiyala, Ajay Kumar  Kumar, Kadiyala Ajay","15","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1037 57203003950 (i) on (i)","Kalel, Navnath","15","5","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1038 57190396703 (i) on (i)","Kandpal, Maulik","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1039 56331215900 (i) on (i)","Kapoor, Rimika Madan  Kapoor, Rimika","15","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1040 24450436800 (i) on (i)","Kaushik, Prachi","15","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1041 57213004648 (i) on (i)","Krishnan, P.","15","13","Nokia Bell Labs","Murray","United States"
"","View last title","","","",""
"","","","","","",""
"1042 57194340089 (i) on (i)","Kumar, Akash  Kumar, A.","15","7","Göteborgs Universitet","Gothenburg","Sweden"
"","View last title","","","",""
"","","","","","",""
"1043 57207809844 (i) on (i)","Kumar, Anand","15","3","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1044 57199976553 (i) on (i)","Kumar, Punit","15","4","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1045 57306625600 (i) on (i)","Kumar, Ramesh Kishore  Kumar, R. Kishore   Kumar, Ram   Kumar, Ramesh","15","4","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1046 57207804069 (i) on (i)","Kumar, Rohit  Kumar, R.","15","4","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1047 57205679725 (i) on (i)","Kunchala, Ravi Kumar  Kunchala, Ravi   Kunchala, Ravi K.","15","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1048 57216840588 (i) on (i)","Kushwaha, Amit Kumar","15","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1049 55844139300 (i) on (i)","Madhukar, Kumar","15","5","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"1050 57194655891 (i) on (i)","Malik, Vidhi","15","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
