"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"601 7407273655 (i) on (i)","Gupta, Suresh N.  Gupta, S. N.   Gupta, S.","31","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"602 23008791400 (i) on (i)","Jayachandran, J.  Jayachandran, Jinu   Jayachandran, J.","31","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"603 35746519100 (i) on (i)","Kumar, Ajeet  Kumar, A.","31","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"604 57206263450 (i) on (i)","Modi, Gaurav","31","4","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"605 57217296981 (i) on (i)","Panigrahy, Snehasish  Panigrahy, Snehashish","31","12","University of Galway","Galway","Ireland"
"","View last title","","","",""
"","","","","","",""
"606 53865667300 (i) on (i)","Sen, Shaunak","31","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"607 8901080700 (i) on (i)","Singh, Pradhumn  Singh, Poornima   Singh, P.","31","16","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"608 57269049400 (i) on (i)","Singh, Vikram  Singh, V.","31","14","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"609 57218962593 (i) on (i)","Srivastava, Sanjay K.  Srivastava, S. K.   Srivastava, Sanjay","31","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"610 6506819877 (i) on (i)","AchutaRao, Krishna Mirle  AchutaRao, Krishna   AchutaRao, Krishna M.   AchutaRao, K. M.   Achutarao, Krishna   Achutarao, K. M.   Achutarao, Krishna Mirle   AchutaRao, K.   Achutarao, Krishna M.","30","16","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"611 55080961600 (i) on (i)","Alam, Md Imteyaz  Imteyaz Alam, Md","30","17","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"612 57194472257 (i) on (i)","Barwal, Vineet","30","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"613 57216437069 (i) on (i)","Chanda, Arnab","30","8","All India Institute of Medical Sciences, New Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"614 57215919711 (i) on (i)","Dashora, Kavya  Dashora, K.","30","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"615 7005693164 (i) on (i)","Guha, Barun Kumar  Guha, B. K.   Guha, Barun   Guha, Barun K.","30","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"616 57199836955 (i) on (i)","Gupta, Pratibha  Gupta, P.","30","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"617 54383443000 (i) on (i)","Hebbalaguppe, Ramya  Hebbalaguppe, R.","30","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"618 57209869317 (i) on (i)","Jain, Padam C.  Jain, Padam   Jain, P. C.   JAIN, P. C.","30","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"619 23392398900 (i) on (i)","Jaiswal, Ragesh","30","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"620 56965016200 (i) on (i)","Karak, Supravat  Karak, S.","30","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"621 7203045068 (i) on (i)","Mishra, Prashant  Mishra, P.","30","16","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"622 25229004800 (i) on (i)","Neelakantan, Suresh  Suresh, N.   Neelakantan, S.","30","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"623 7201771342 (i) on (i)","Pandey, Ashish D.  Pandey, A. D.   Pandey, Ashish   Pandey, A.","30","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"624 7005722570 (i) on (i)","Puri, M. C.","30","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"625 55453526000 (i) on (i)","Rao, Kalaga Ramachandra  Rao, K. Ramachandra","30","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
