"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"201 57202543893 (i) on (i)","Choudhary, Amit","15","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"202 57213459748 (i) on (i)","Das, Suman Kalyan  Das, Suman   Das, Suman K.","25","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"203 57196707447 (i) on (i)","Deshagani, Sathish","11","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"204 57189336377 (i) on (i)","Dey, Ranabir  Dey, R.","14","8","Max Planck Institute for Dynamics and Self-Organization","Gottingen","Germany"
"","View last title","","","",""
"","","","","","",""
"205 56459883800 (i) on (i)","Dixit, Harish N. 	                Dixit, H. N.   DIxit, Harish N.","20","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"206 56330321300 (i) on (i)","Joshi, Saurabh","21","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"207 57189893950 (i) on (i)","Kotnana, Ganesh  Kotnana, G.","15","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"208 56962779000 (i) on (i)","Misra, Ashish  Mishra, Ashish","19","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"209 57196257280 (i) on (i)","Naresh, Vangapally  Naresh, V.","12","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"210 57216608272 (i) on (i)","Prabheesh, K. P.  K.P, Prabheesh   K.P., Prabheesh   Prabheesh, K. P.","26","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"211 57014913800 (i) on (i)","Raghu, Piska  Raghu, P.","10","8","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"212 56940256400 (i) on (i)","Sagar, A.  Sagar, A.","8","8","Indian Institute of Technology Hyderabad","Kandi","India"
