"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"201 57008695900 (i) on (i)","Mukhopadhyay, Annesh  Mukhopadhyay, A.","9","4","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"202 56208842700 (i) on (i)","Neelam, Sapta Girish","9","3","Bharat Electronics","Bengaluru","India"
"","View last title","","","",""
"","","","","","",""
"203 57193514975 (i) on (i)","Radhika, B.","9","5","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"204 57211410549 (i) on (i)","Raychaudhuri, Aryama","9","5","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"205 57203536189 (i) on (i)","Anand, Amit","8","5","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"206 57215492830 (i) on (i)","Anupam, B. R.  Anupam, B. R.","8","4","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"207 57204418762 (i) on (i)","Asutosh, Acharya  Asutosh, A.","8","2","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"208 56096298500 (i) on (i)","Bisoi, Swagata  Bisoi, S.","8","4","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"209 57194450421 (i) on (i)","Chanda, Uttam Kumar  Chanda, U. K.   Chanda, Uttam K.   Kumar Chanda, Uttam","8","5","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"210 57192918569 (i) on (i)","Chandra Khan, Vishwas Chandra  Khan, V. C.   Khan, Vishwas Chandra   Chandra Khan, Vishwas","8","4","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"211 57198233994 (i) on (i)","Dubey, Ashutosh  Dubey, A.","8","2","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"212 57050109500 (i) on (i)","Dwivedi, Sanjeev","8","5","India Meteorological Department","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"213 57192559785 (i) on (i)","Halder, Himadri","8","3","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"214 57202789516 (i) on (i)","Hazra, Vivekananda  Hazra, Vivekanand","8","3","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"215 57194002805 (i) on (i)","Kerketta, Shilpi Ruchi  Ruchi Kerketta, Shilpi","8","2","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"216 57197867617 (i) on (i)","Kumar, Siddharth","8","3","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"217 57190733935 (i) on (i)","Laha, Paltan","8","4","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
"218 57697274700 (i) on (i)","Manikandan, M. Sabarimalai","8","4","Indian Institute of Technology Bhubaneswar","Bhubaneswar","India"
"","View last title","","","",""
"","","","","","",""
