"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"1001 56884637200 (i) on (i)","Krishnaswamy, Vigneshwaran  Vigneshwaran, K.","16","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1002 57225661499 (i) on (i)","Kumar, Kollamala Chellappan Hari  Kumar, KC Hari   Kumar, K. C.Hari   Nair Hari Kumar, Kollamala Chellappan","16","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1003 57196148363 (i) on (i)","Lukose, Leo","16","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1004 25630735200 (i) on (i)","Madhumathi, K.","16","10","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1005 57193161530 (i) on (i)","Mallik, Sumitava","16","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1006 55308614200 (i) on (i)","Mohanty, Jyoti Sarita","16","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1007 6602509844 (i) on (i)","Narayanamurthi, Raja Gopalakrishnan  Narayanamurthi, R. G.   NARAYANAMURTHI, R. G.","16","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1008 6504726469 (i) on (i)","Palaniselvam, Thangavelu","16","13","Humboldt-Universität zu Berlin","Berlin","Germany"
"","View last title","","","",""
"","","","","","",""
"1009 7101960916 (i) on (i)","Patil, Mothiram K.  Patil, Mothira K.   Patil, M. K.   Patil, Mothiram","16","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1010 23398013600 (i) on (i)","Perumal, Govindaraj  Govindaraj, P.","16","10","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1011 24829644400 (i) on (i)","Poongothai, C.","16","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1012 55144045500 (i) on (i)","Pradheesh, R.","16","9","Hebrew University of Jerusalem","Jerusalem","Israel"
"","View last title","","","",""
"","","","","","",""
"1013 57194333685 (i) on (i)","Prajapati, Deepak K.  Prajapati, Deepak K.","16","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1014 57201977956 (i) on (i)","Pramanik, Ratnadeep  Pramanik, R.","16","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1015 6603836015 (i) on (i)","Pranesh, M. R.","16","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1016 6602876625 (i) on (i)","Ramakrishna Iyer, Srinivasa  Ramakrishna Iyer, S.","16","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1017 7006377887 (i) on (i)","Ramesh, T. C.","16","10","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1018 55181030100 (i) on (i)","Rao, Vadarevu Subba Ramachandra  Rao, V. S.R.   Rao, Vadarevu S.Ramachandra   Rao, V. S.Ramachandra   Rao, V. Subba","16","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1019 6603545810 (i) on (i)","Rengaraju, V. R.","16","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1020 55566580500 (i) on (i)","Sakthipriya, N.  Sakthipriya, N.","16","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1021 57206271501 (i) on (i)","Sankar, M.","16","7","Defence Metallurgical Research Lab India","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1022 6507783583 (i) on (i)","Satish Kumar, S. R.","16","6","Indian Institute of Technology Banaras Hindu University","Varanasi","India"
"","View last title","","","",""
"","","","","","",""
"1023 57209045875 (i) on (i)","Selvam, Parasuraman  Selvam, P.","16","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1024 55789505555 (i) on (i)","Sharma, Rajesh P.  Sharma, R. P.   Sharma, Rajesh","16","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1025 6603309335 (i) on (i)","Sivaraja Iyer, S. R.","16","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1026 24588246700 (i) on (i)","Sreenidhi, Turuvekere  Turuvekere, Sreenidhi   Sreenidhi, T.","16","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1027 31067510900 (i) on (i)","Sundar, Sita  Sundar, S.","16","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1028 57221680028 (i) on (i)","Suresh, M. V.J.J.  Suresh, M.","16","10","Indian Institute of Technology Madras","",""
"","View last title","","","",""
"","","","","","",""
"1029 57195805754 (i) on (i)","Thiagarajan, Vignesh  Thiagarajan, V.","16","10","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1030 56337414100 (i) on (i)","Varghese, Jithin John  Varghese, Jithin J.","16","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1031 35771731800 (i) on (i)","Venkatesh, Ch R.  Venkatesh, C. R.   Venkatesh, Ch   Venkatesh, C.","16","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1032 53865925700 (i) on (i)","Yoganandan, G.","16","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1033 37107303700 (i) on (i)","Alagappan, P.  Alagappan, P.   Ponnalagu, Alagappan","15","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1034 57188548063 (i) on (i)","Alex, Varghese  Alex, V.","15","11","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1035 55263179100 (i) on (i)","Allu, Prasanna K.R.  Allu, Prasanna K.R.","15","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1036 57217280930 (i) on (i)","Amalanathan, A. J.  Amalanathan, Arputhasamy J.   Amalanathan, A. J.   Amalanathan, Arputhasamy Joseph","15","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1037 57199353816 (i) on (i)","Anand, Krishnasamy  Anand, K.","15","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1038 26427943300 (i) on (i)","Anoop, T. V.  Anoop, T. V.","15","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1039 56419387700 (i) on (i)","Arora, Ankit  Arora, A.","15","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1040 7003976249 (i) on (i)","Arumugam, N.","15","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1041 57194217871 (i) on (i)","Bukkarapu, Kiran Raj  Raj, B. K.","15","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1042 57205531062 (i) on (i)","Challa, Akhil","15","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1043 57217267037 (i) on (i)","Chatterjee, Subhajit N.  Chatterjee, S. N.   Chatterjee, Subhajit","15","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1044 38661234800 (i) on (i)","Edward Jero, Sam  Jero, S. Edward   Edward Jero, S.","15","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1045 36682330500 (i) on (i)","Garg, Jai Anand","15","12","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1046 57209029375 (i) on (i)","Gayathri, Subramanyam Shankara  Gayathri, S.   Gayathri, S. Shankara   Gayathri, Subramanyam","15","11","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1047 55993178300 (i) on (i)","Gopalaswamy, Arun Kumar  Kumar Gopalaswamy, Arun","15","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1048 57195589579 (i) on (i)","Guruvidyathri, K.  Guruvidyathri, K.","15","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1049 55571842100 (i) on (i)","Joy, Ashwin","15","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1050 57212012916 (i) on (i)","Krishnan, A.","15","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1051 7003919444 (i) on (i)","Kuppuswamy, G.","15","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1052 57201666586 (i) on (i)","M Nair, Nitheesh  Nair, Nitheesh M.","15","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1053 57189023875 (i) on (i)","Mittal, Ravi  Mittal, R.","15","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1054 6603035950 (i) on (i)","Narayanasamy, K.","15","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1055 57209519723 (i) on (i)","Pal, Subhajit  Pal, S.","15","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1056 7004897400 (i) on (i)","Rajeev, S.  RAJEEV, S.","15","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1057 7102586837 (i) on (i)","Raman, R.","15","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1058 6701645493 (i) on (i)","Ramjee, V.","15","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1059 7404474238 (i) on (i)","Rao, A. Ramamohana  Rao, A. R.","15","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1060 56322249500 (i) on (i)","Rao, Ch Srinivasa  Srinivasa Rao, Ch   Chidella, S. R.","15","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1061 57218772991 (i) on (i)","Rao, G. Ranga","15","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1062 56623463500 (i) on (i)","Rao, P. Venkata  Rao, P. V.","15","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1063 56451054400 (i) on (i)","Saincher, Shaswat  Saincher, S.","15","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1064 6602942366 (i) on (i)","Sankarapandi, Sornampillai  Sankarapandi, S.   Sankarapandi, Somampillai","15","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1065 55587761400 (i) on (i)","Santhosh, Poornima Budime  Santhosh, Poornima   Santhosh, P. B.","15","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1066 56256757000 (i) on (i)","Shanmugam, Sankaran  Shanmugam, S.","15","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1067 57201199394 (i) on (i)","Sivaprakasam, Balamurugan T.","15","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1068 53864013400 (i) on (i)","Soumya, Sivalingam  Sivalingam, Soumya   Soumya, S.","15","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1069 6604034435 (i) on (i)","Sreekanth, A. K.","15","4","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1070 6603392492 (i) on (i)","Sudha, A. P.  Sudha, A.","15","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1071 57200273314 (i) on (i)","Swain, Atal Bihari  Swain, A. B.","15","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1072 6504748018 (i) on (i)","Thangakani, Anthony Mary  Thangakani, A. M.   Thangakani, A. Mary","15","11","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1073 56800931400 (i) on (i)","Tharra, Prabhakararao  Tharra, Prabhakara Rao   Tharra, Prabhakarrao   Tharra, Prabhakara R.","15","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1074 55062064800 (i) on (i)","Vasudev, Yadu  Vasudev, Y.","15","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
