"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"401 56063669000 (i) on (i)","Kumar, Bipin Nikhil  Kumar, B. Nikhil   Kumar, B.   Kumar, Bipin","53","14","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"402 23567916500 (i) on (i)","Madaan, Jitendra K.  Madaan, Jitendra   Madaan, Jitendra K.   Madaan, J.   Madaan, Jitender","53","20","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"403 23005677800 (i) on (i)","Mehndiratta, Amit  Mehndiratta, A.","53","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"404 57218390205 (i) on (i)","Mittal, Ramesh Kumar  MITTAL, R. K.   Mittal, Ramesh K.   Mittal, R. K.","53","23","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"405 34880783600 (i) on (i)","Prasad, Sanjiva  Prasad, S.","53","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"406 7004094484 (i) on (i)","Sehgal, Daya K.  SEHGAL, D. K.   Sehgal, D. K.","53","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"407 57207149261 (i) on (i)","Sharma, Manish  Sharma, M.","53","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"408 56506154700 (i) on (i)","Banerjee, Arnab  Banerjee, A.","52","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"409 7103399681 (i) on (i)","Goyal, Pramila  Goyal, P.","52","22","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"410 7102999764 (i) on (i)","Kothari, M. L.  Kothari, M. D.","52","17","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"411 7006584816 (i) on (i)","Kundu, Bishwajit  Kundu, B.","52","18","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"412 7102357144 (i) on (i)","Madan, Mira  Madan, M.","52","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"413 18836700500 (i) on (i)","Mishra, Prashant R.  Mishra, P.   Mishra, P. R.   Mishra, Prashant   Mishra, Prasant","52","18","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"414 57202120610 (i) on (i)","Narayan, Ramasubramanian Lakshmi  Narayan, R.   Lakshmi Narayan, R.   Ramasubramanian, Lakshmi Narayan   Narayan, R. Lakshmi   Narayan, R. L.","52","19","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"415 7202963775 (i) on (i)","Shukla, Anupam  Shukla, A.","52","19","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"416 57002918000 (i) on (i)","Swamy, Aravind Krishna  Swamy, A. K.   Swami, A. K.   Swamy, Aravind K.   Krishna Swamy, Aravind   Aravind, Kswamy   Swamy, Aravind   Aravind, K.","52","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"417 13604714200 (i) on (i)","Bandyopadhyay, Aparajita  Bandyopadhyay, A.","51","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"418 57213078963 (i) on (i)","Bhattacharya, Amitabh  Bhattacharya, A.","51","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"419 26421157000 (i) on (i)","Dhanya, C. T.  Dhanya, C. T.","51","15","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"420 56076357000 (i) on (i)","Ghosh, Pooja  Ghosh, P.","51","20","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"421 7101933257 (i) on (i)","Habib, Gazala  Habib, G.","51","19","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"422 6602529197 (i) on (i)","Keshari, Ashok Kumar  Keshari, Ashok K.   Keshari, A. K.","51","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"423 7202996673 (i) on (i)","Khanna, Rajesh  Khanna, R.","51","20","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"424 7102026133 (i) on (i)","Shah, Champaklal D.  SHAH, C. D.   Shah, C. D.   SHAH, CHAMPAKLAL D.","51","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"425 57191377946 (i) on (i)","Sharma, Shweta L.  Sharma, S. L.   Sharma, S.   Sharma, Shweta","51","20","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"426 7402610187 (i) on (i)","Mathur, S. S.","50","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"427 7103356873 (i) on (i)","Mittal, Aditya  Mitital, Aditya","50","19","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"428 7203000694 (i) on (i)","Pathak, Sandeep Kumar  Pathak, S.   Pathak, Sandeep   Pathak, Sandeep K.","50","29","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"429 8660569100 (i) on (i)","Pattanayek, Sudip Kumar  Pattanayek, Sudip K.   Pattanayek, S. K.","50","14","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"430 57203297309 (i) on (i)","Singh, Madhusudan  Singh, M.","50","16","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"431 8837760100 (i) on (i)","Srivastava, Preeti  Srivastava, P.","50","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"432 6701521747 (i) on (i)","Abbi, Satish C.  Abbi, S. C.   Abbi, S.","49","17","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"433 7006823140 (i) on (i)","Ramakrishnan, C. V.","49","14","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"434 7404763466 (i) on (i)","Singh, Kamlesh  Singh, K.","49","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"435 15027617700 (i) on (i)","Srivastava, Vinod Kumar  Srivastava, V. K.   Srivastava, Vinod K.","49","13","Academy of Business and Engineering Sciences","Ghaziabad","India"
"","View last title","","","",""
"","","","","","",""
"436 8512568600 (i) on (i)","Iyer, K. Chandrashekhar  Iyer, K. C.   Iyer, K. Chandrasekhar","48","17","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"437 36876292300 (i) on (i)","Kota, Sri Harsha  Kota, Sri H.   Kota, Sri   Kota, S. H.","48","21","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"438 56478153200 (i) on (i)","Kundu, Subrata","48","18","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"439 57202260132 (i) on (i)","Ravi Kumar, Digavalli  Kumar, Digavalli Ravi   Kumar, D. R.   Ravi Kumar, D. V.   Kumar, D. Ravi   Ravi Kumar, D.","48","15","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"440 55044487000 (i) on (i)","Thomas, Sajesh P.  Thomas, Sajesh P.   Thomas, S.   Thomas, S. P.","48","20","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"441 57200771695 (i) on (i)","Tripathi, Amitabha M.  Tripathi, Amitabha   Tripathi, A. M.","48","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"442 55834997000 (i) on (i)","Viswanathan, Puthan Veedu  Viswanathan, P.   VISWANATHAN, P.   Puthan Veedu, Viswanathan","48","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"443 54914966900 (i) on (i)","Bharadwaj, Richa","47","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"444 56296018000 (i) on (i)","Chandra Sekhara Rao, S. Chandra Sekhara  Chandra Sekhara Rao, S.   Rao, S. C.S.   Rao, S. Chandra Sekhara","47","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"445 7006414880 (i) on (i)","Chugh, Archana  Chugh, A.","47","17","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"446 7006089881 (i) on (i)","Dua, Ramji Das  DUA, Ramji Das   Dua, Ramji D.   Dua, R. D.","47","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"447 35546804700 (i) on (i)","Ghosh, Sankalpa  Ghosh, S.   Ghosh, Sankal","47","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"448 57226779226 (i) on (i)","Gupta, Shyam Kumar  Gupta, Shyam K.   Gupta, S. K.","47","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"449 56021043200 (i) on (i)","Jassal, Amanpreet Kaur  Jassal, A. K.   Jassal, Amanpreet K.","47","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"450 7202728212 (i) on (i)","Jha, Sandeep Kumar  Jha, Sandeep K.   Jha, Sandeep   Jha, S. K.   Kumar Jha, Sandeep","47","19","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"451 57201155665 (i) on (i)","Kewat, Seema","47","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"452 55434325100 (i) on (i)","Mathur, Shashi  Mathur, S.","47","15","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"453 7403992825 (i) on (i)","Rao, Gadepalli Nageswara  Rao, G. Nageswara   Rao, G. N.   Rao, Gadepalli N.","47","15","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"454 7102674951 (i) on (i)","Suri, Sushil Krishan  Suri, Sushil K.   Suri, Sushll K.   Suri, S. K.","47","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"455 24558858500 (i) on (i)","Banerjee, Prabir Kumar  Banerjee, P. K.   Banerjee, Prabir K.","46","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"456 57210550129 (i) on (i)","Goswami, Ankur  Goswami, A.","46","16","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"457 57220592129 (i) on (i)","Kumar, Sandeep Dharani  Kumar, S. Dharani   Kumar, Sandeep","46","15","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"458 56539869600 (i) on (i)","Panwar, Lokesh Kumar  Panwar, Lokesh","46","12","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"459 35181737500 (i) on (i)","Patel, Ashok Kumar  Patel, Ashok   Patel, A.   Patel, Ashok K.","46","18","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"460 57207410571 (i) on (i)","Prakash, Surya G.  Prakash, Surya   Prakash, S. G.","46","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"461 7402920483 (i) on (i)","Sen, Pradeep K.  Sen, P. K.","46","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"462 57202881556 (i) on (i)","Singh, Surya Prakash  Prakash Singh, Surya   Singh, Surya P.   Singh, S. P.","46","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"463 7003930167 (i) on (i)","Varadarajan, A.","46","9","Dr. M.G.R Educational and Research Institute","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"464 57214786060 (i) on (i)","Ganguly, Dilip  Ganguly, D.","45","19","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"465 56707021700 (i) on (i)","Kushwaha, Radha K.  Kushwaha, R. K.   Kushwaha, Radha","45","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"466 56412544500 (i) on (i)","Mallick, Dhiman  Mallick, D.","45","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"467 6603462843 (i) on (i)","Pitchumani, Balakrishnan P.  Pitchumani, Balakrishnan   Pitchumani, B. P.   Pitchumani, B.","45","13","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"468 7006851077 (i) on (i)","Ravi, M. R.  Ravi, M. R.   Ravi, M.   Ravi, Maniarasu","45","17","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"469 55412471200 (i) on (i)","Sahu, Jatindra Kumar  Sahu, Jatindra   Sahu, J. K.   Sahu, Jatindra K.","45","9","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"470 7005118757 (i) on (i)","Vyas, Anoop Lal  Vyas, A. L.   Vyas, Anoop L.  				                Vyas, Anoop","45","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
