"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"201 7404630816 (i) on (i)","Rao, Musti Someswara  Rao, M. S.   Rao, Musti S.   Rao, M. Someswara","36","17","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"202 56888509100 (i) on (i)","Sahay, Shubham","37","17","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"203 6603482502 (i) on (i)","Savitha, Govardhan  Savitha, G.","27","17","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"204 56375618700 (i) on (i)","Singh, Puja R.  Singh, P. R.   Singh, P.   Singh, Puja","33","17","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"205 57191175267 (i) on (i)","Sinha, Rajiv  SINHA, RAJIV   Sinha, R.","57","17","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"206 7003755039 (i) on (i)","Upadhyay, Chandrashekhar  Upadhyay, C. S.   Upadhyay, Chandra S.   Upadhyay, Chandra Shekhar","83","17","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"207 6603928461 (i) on (i)","Vijaya, Ramarao  Vijaya, R.   Ramarao, Vijaya","156","17","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"208 55989618200 (i) on (i)","Biswas, Animesh  Bishwas, Animesh   Biswas, A.","218","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"209 57202213070 (i) on (i)","Biswas, Sourav  Biswas, S.","43","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"210 6601928674 (i) on (i)","Chakroborty, Partha","46","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"211 34978533500 (i) on (i)","De, Ashoke  De, A.   Ashoke De","121","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"212 55659320800 (i) on (i)","De, Bibekananda","32","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"213 6602092727 (i) on (i)","Dikshit, Onkar  Dikshit, O.   DIkshit, O.","108","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"214 57190397627 (i) on (i)","Dutta, Ashish  Dutta, A.","109","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"215 8327633900 (i) on (i)","Jagannatham, Aditya Kiran  Jagannatham, Aditya   Jaganntham, Aditya K.   Jagannatham, Aditya K.","168","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"216 7006888431 (i) on (i)","Joglekar, Satish Dinakar  Joglekar, Satish D.   Joglekar, S. D.","76","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"217 34976937400 (i) on (i)","Kar, Purushottam","30","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"218 55922969000 (i) on (i)","Keshavamurthy, Srihari","44","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"219 55266613900 (i) on (i)","Kumar, Arvind  Kumar, A.","49","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"220 57742025000 (i) on (i)","Kumar, Ashok  Kumar, A.","19","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"221 9736095900 (i) on (i)","Kumar, Bhishm Veerendra Rathish  Kumar, B. V.Ratish   Kumar, Bhisam   Kumar, B. V.N.Phani   Kumar, B. V.   Kumar, Bhism   Kumar, B. V.Rathish   Kumar, B.   Kumar, Balesh   Kumar, Bhishm   Kumar, B. Veerendra","70","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"222 6603406712 (i) on (i)","Mazhari, Baquer  Mazhari, B.   Mazhari, Baquet","74","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"223 16233942800 (i) on (i)","Mishra, Sudib Kumar  Mishra, S. K.   Mishra, Sudib K.   Mishra, Sudib","52","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"224 49863866000 (i) on (i)","Mondal, Prakash Chandra  Mondal, Prakash R.   Mondal, Prakash C.","38","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"225 6701742445 (i) on (i)","Mungole, M. N.","35","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"226 23095286500 (i) on (i)","Nalwa, Kanwar Singh  Nalwa, Kanwar   Nalwa, Kanwar S.   Nalwa, K. S.","29","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"227 13410299300 (i) on (i)","Nath, Shekhar  Nath, S.","26","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"228 7201766578 (i) on (i)","Panda, Siddhartha  Panda, Sidhartha   Panda, S.","68","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"229 8048247400 (i) on (i)","Patra, Nihar Ranjan  Patra, Nihar R.   Patra, N. R.","76","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"230 7004595496 (i) on (i)","Rathish Kumar, Bayya Venkatesulu R.  Rathish Kumar, B. V.   Kumar, Rathish B.V.   Kumar, Rathish   Rathish Kumar, Bayya Venkatesulu   Rathish Kumar, B. V.R.","78","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"231 55665791100 (i) on (i)","Ray-Chaudhuri, Samit  Chaudhuri, S. Ray   Chaudhuri, Samit Ray   Ray Chaudhuri, S.   Ray-Chaudhuri, S.   Ray Chaudhuri, Samit","65","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"232 9040399800 (i) on (i)","Saxena, Nitin  Saxena, N.","57","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"233 56228148600 (i) on (i)","Sengupta, Gautam  Sengupta, G.","43","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"234 7006210176 (i) on (i)","Shanker, Kripa  Shanker, K.","45","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"235 7407245583 (i) on (i)","Sharma, Renduchintala Raghavendra Kumar  Sharma, R. Raghavendra Kumar      Sharma, R. R.K.","119","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
"","","","","","",""
"236 57191194697 (i) on (i)","Singh, Arun K.  Singh, Arun K.   Singh, Arun Kumar","25","16","Indian Institute of Technology Kanpur","Kanpur","India"
"","View last title","","","",""
