"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"1001 57201687401 (i) on (i)","Beanerjee, Krishnarjun","1","1","Indian Institute of Technology Hyderabad","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1002 57220043571 (i) on (i)","Behatha, Anuroopa","3","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1003 57210587609 (i) on (i)","Bera, Ashis Kumar","3","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1004 57212458869 (i) on (i)","Bera, Ranjan","5","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1005 57656390600 (i) on (i)","Bhagavathi, Kandala Aditya","2","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1006 57225092870 (i) on (i)","Bhagvati, Srinikitha","2","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1007 57193344125 (i) on (i)","Bhagyaraja, Adapa","1","1","Indian Institute of Technology Hyderabad","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1008 57201552330 (i) on (i)","Bhairi, Lakshminarayana","1","1","Indian Institute of Technology Hyderabad","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1009 57237793700 (i) on (i)","Bhandari, Upasna  Bhandari, U.","4","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1010 55349086700 (i) on (i)","Bhanu Prakash, M.","1","1","Indian Institute of Technology Hyderabad","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1011 57266729800 (i) on (i)","Bharadwaj, Krishna","1","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1012 57197647860 (i) on (i)","Bharathi, Alok Kumar","1","1","Indian Institute of Technology Hyderabad","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1013 56490290300 (i) on (i)","Bhardwaj, Deepak","2","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1014 57191492751 (i) on (i)","Bhaskar, Guddanti V.","1","1","Indian Institute of Technology Hyderabad","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1015 57219905320 (i) on (i)","Bhat, Anantha P.","2","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1016 57277377600 (i) on (i)","Bhatia, Mayuri","2","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1017 57809981700 (i) on (i)","Bhatia, Mayuri","1","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1018 57220648440 (i) on (i)","Bhatia, Rahul","1","1","Indian Institute of Technology Hyderabad","Hyderabad","India"
"","View last title","","","",""
"","","","","","",""
"1019 57225152320 (i) on (i)","Bhattacharjee, Indranil","3","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
"1020 57473432700 (i) on (i)","Bhattacharyya, Saswata","2","1","Indian Institute of Technology Hyderabad","Kandi","India"
"","View last title","","","",""
"","","","","","",""
