"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"601 57204728860 (i) on (i)","Rathore, Akshay","2","2","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"602 57222059162 (i) on (i)","Reddy, Enukonda Venkateshwar","2","0","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"603 57440317200 (i) on (i)","Ritika","2","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"604 57211336110 (i) on (i)","Sagar, Mettu N.  Sagar, M. N.   Sagar, Mettu","2","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"605 57218891189 (i) on (i)","Saha, Subhajit","2","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"606 35622300100 (i) on (i)","Saheet, Harpreet Singh  Saheet, H. S.","2","0","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"607 57494772400 (i) on (i)","Sahir, Asad H.  Sahir, Asad","2","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"608 57218559906 (i) on (i)","Sahu, Balakrushna","2","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"609 57210376726 (i) on (i)","Saini, Akash","2","2","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"610 57214597543 (i) on (i)","Saproo, Sheetanshu","2","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"611 56192039700 (i) on (i)","Saroha, Siddharth","2","2","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
"612 57200621908 (i) on (i)","Sathyamoorthy, D.","2","1","Indian Institute of Technology Ropar","Rupnagar","India"
"","View last title","","","",""
"","","","","","",""
