"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"401 8934533500 (i) on (i)","Venugopalan, Thirumalachari  Venugopalan, T.","56","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"402 57188622806 (i) on (i)","Bera, Amal Kanti  Bera, Amal K.   Bera, A. K.","55","20","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"403 15072203600 (i) on (i)","Rao, Balkrishna C.  Rao, Balkrishna C.   Rao, B. C.   Rao, Balkrishna","55","14","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"404 36509372100 (i) on (i)","Sahu, Srikrishna  Sahu, S.   Srikrishna, Sahu","55","12","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"405 7003536499 (i) on (i)","Sriramulu, V.","55","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"406 7005772509 (i) on (i)","Sundararajan, Govindarajan  Sundararajan, G.","55","18","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"407 8367552100 (i) on (i)","Augustine, John E.  Augustine, John","54","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"408 35567935400 (i) on (i)","Malhotra, Santa Kumar  Malhotra, S. K.","54","18","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"409 35275730500 (i) on (i)","Nasre, Rupesh  Nasre., Rupesh","54","10","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"410 14030314300 (i) on (i)","Sarvepalli, Pradeep Kiran  Sarvepalli, Pradeep   Kiran, S. Pradeep   Sarvepalli, Pradeep K.   Sarvepalli, P.","54","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"411 6603820292 (i) on (i)","Seshasayee, Maha  Seshasayee, M.","54","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"412 56676969800 (i) on (i)","Bhattacharyya, Somnath  Battacharyya, Somnath   Bhattacharyya, S.   Bhattacharyya, Sommnath","53","19","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"413 14035207900 (i) on (i)","Bhikkaji, Bharath  Bharath, B.   Bhikkaji, B.","53","14","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"414 6601974005 (i) on (i)","Krishnamurthi, Ganapathy  Krishnamurthi, Ganapathi   Krishnamurthi, G.","53","20","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"415 7005754667 (i) on (i)","Nair, Deleep R.  Nair, Deleep   Nair, Deleep R.   Nair, D. R.   Nair, D.","53","11","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"416 56648102700 (i) on (i)","Preejith, S. P.  Sp, Preejith   Preejith, S.","53","10","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"417 18042509000 (i) on (i)","Ramu, Palaniappan  Ramu, P.","53","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"418 54891921900 (i) on (i)","Asokan, Thondiyath  Asokan, T.   Thondiyath, Asokan","52","10","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"419 7402070740 (i) on (i)","Jain, Mahaveer K.  Jain, Mahaveer K.   Jain, M. K.   Jain, Mahaveer Kumar   Jain, Mahveer K.","52","20","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"420 24166982200 (i) on (i)","Kannan, Krishna  Kannan, K.","52","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"421 36111220300 (i) on (i)","Kumar, Amit  Kumar, A.","52","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"422 26531669600 (i) on (i)","Mitra, Kaushik","52","14","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"423 6507073087 (i) on (i)","Nallayarasu, S.  Nallayarasu, S.   Nallayarasu, Seeninaidu   Nallavarasu, S.","52","9","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"424 13612339700 (i) on (i)","Narasimhan, Balaji  Narasimhan, B.   Narashimhan, B.","52","17","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"425 24438347400 (i) on (i)","Pasupathy, Raghu","52","15","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"426 24072060000 (i) on (i)","Ramadurai, Gitakrishnan","52","18","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"427 8715164900 (i) on (i)","Sujatha, Narayanan Unni  Unni, Sujatha Narayanan   Sujatha, Narayanan U.   Sujatha, N.","52","11","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"428 7004850448 (i) on (i)","Kalyanaraman, Venkatakrishnan  Kalyanaraman, V.","51","12","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"429 8888755000 (i) on (i)","Mahesh, Sivasambu  Mahesh, S.","51","16","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"430 57200876221 (i) on (i)","Manivannan, Pudureddiyur Venkataraman  Manivannan, P. V.   Manivannan, P.   Manivannan, pv","51","8","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"431 24830714000 (i) on (i)","Narasimhamurthy, Vagesh D.  Narasimhamurthy, Vagesh D.   Narasimhamurthy, V. D.","51","13","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"432 24825650400 (i) on (i)","Prashanth, L. A.  Prashanth, L.   Prashanth, L. A.   L.A., Prashanth   L.a., Prashanth","51","13","Indian Institute of Technology Madras","Chennai","India"
