"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"1601 57204218262 (i) on (i)","Ravi, Nithya  Nithya, R.","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1602 57220464904 (i) on (i)","Ravichandran, M.","9","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1603 57197211074 (i) on (i)","Ravichandran, Sharon","9","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1604 56770619000 (i) on (i)","Ray, Pabitro  Ray, P.","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1605 57203572743 (i) on (i)","Reddy, Narra Rajashekar  Reddy, N. Rajashekar        Reddy, Narra Srikanth   Reddy, N. Chakra","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1606 23493727700 (i) on (i)","Reddy, R. M.","9","4","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1607 23567242400 (i) on (i)","Reddy, Udagandla Chandrasekhar  Reddy, Udagandla C.   Reddy, U. Chandrasekhar   Reddy, U. C.","9","7","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1608 56682010400 (i) on (i)","Rengaraju, Sripriya  Rengaraju, S.","9","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1609 57201568370 (i) on (i)","Roy, Amitesh","9","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1610 57216342319 (i) on (i)","Roy, Aritras  Roy, A.","9","2","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1611 57199504847 (i) on (i)","Sadhukhan, Santu","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1612 57203764940 (i) on (i)","Saha, Suvam","9","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1613 57205734591 (i) on (i)","Sahu, Sanjay Kumar  Sahu, S.","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1614 57192296970 (i) on (i)","Santhi, Jampani Vijaya  Santhi, Jampani   Santhi, J. Vijaya","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1615 57205753234 (i) on (i)","Saravanakumar, D.  D, Saravanakumar","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1616 47761505700 (i) on (i)","Saroj, Soumya","9","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1617 55782752100 (i) on (i)","Seetharaman, Swaminathan  Seetharaman, S.","9","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1618 36453256500 (i) on (i)","Sengupta, Sudeshna","9","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1619 57213460438 (i) on (i)","Shah, V. R.","9","6","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1620 57216862402 (i) on (i)","Shanmugam, Manoj Kumar  Shanmugam, Manojkumar   Shanmugam, M. K.","9","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1621 57205121339 (i) on (i)","Shirisha, P.","9","1","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1622 57199330067 (i) on (i)","Shylaja, Devika","9","2","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1623 57204009940 (i) on (i)","Singh, Alankrita","9","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1624 6602368712 (i) on (i)","Sireesha, Mopati  Sireesha, M.","9","7","Indian Institute of Technology, Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1625 57213597359 (i) on (i)","Sreeraj, S. J.  Sreeraj, S.","9","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1626 56638467000 (i) on (i)","Srikar, A.  Srikar, A. Sai   Annamraju, Srikar   Srikar, A.   Srikar, Sai","9","2","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1627 35849471000 (i) on (i)","Srinivasarao, Modekurti  Srinivasarao, M.","9","4","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1628 56816990200 (i) on (i)","Srivatsa Srinivas, S.  Srivatsa Srinivas, S.   Srinivas, S. Srivatsa","9","5","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
"","","","","","",""
"1629 54403815400 (i) on (i)","Subadra, M.  Murugan, Subadra","9","3","Indian Institute of Technology Madras","Chennai","India"
"","View last title","","","",""
