"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"601 57205141724 (i) on (i)","Yadav, Varnika","2","2","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"602 57212412132 (i) on (i)","A, Mona Subramaniam","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"603 57307236300 (i) on (i)","Agarwal, Ankit","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"604 56011311900 (i) on (i)","Agarwal, Khyati","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"605 55222000900 (i) on (i)","Agarwal, Vaibhav","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"606 57225975479 (i) on (i)","Ahmad, Azaz","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"607 56789371000 (i) on (i)","Ahmed, Sheikh M.","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"608 57458547600 (i) on (i)","Alam, Mir Khursheed","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"609 57214213680 (i) on (i)","Anand, Abhishek","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"610 57220050493 (i) on (i)","Anil Kishan, P.","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"611 57215485487 (i) on (i)","Anjali, Tricha","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"612 57258370600 (i) on (i)","Ankita Sarkar","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"613 57217008022 (i) on (i)","Arpan Gupta","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"614 57219917372 (i) on (i)","Arya, Ashish Kumar  Arya, Ashish","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"615 57196481706 (i) on (i)","Ashraf, Mohammad","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"616 57220155750 (i) on (i)","Ashwani","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"617 57668442900 (i) on (i)","Attri, Shubham Dutt","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"618 57809254800 (i) on (i)","Bandyopadhyay, Nupur","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"619 57209226757 (i) on (i)","Bansal, Pooja","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"620 57226405717 (i) on (i)","Bansal, Saurabh","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"621 57219733005 (i) on (i)","Bapat, Shreyas","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"622 57208399485 (i) on (i)","Barahpuriya, Srishti","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"623 57204625810 (i) on (i)","Bhandari, Naresh Singh","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"624 57538871700 (i) on (i)","Bhandari, Sahil","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"625 57214754626 (i) on (i)","Bharadwaj, Arpit","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"626 57700053800 (i) on (i)","Bharadwaj, Taniya","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"627 57409856700 (i) on (i)","Bhardwaj, Abhishek","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"628 57468982900 (i) on (i)","Bhardwaj, Suryakant","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"629 56359587900 (i) on (i)","Bhatia, Apoorva","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"630 57219048240 (i) on (i)","Bhatia, Prachi","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"631 57212021753 (i) on (i)","Bhatt, Bhavya","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"632 57838673600 (i) on (i)","Bisht, Deepali","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"633 57222076904 (i) on (i)","Bisht, Vikram","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"634 56900707600 (i) on (i)","Biswas, Mrinmoy","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"635 57210438398 (i) on (i)","Chamoli, Nidhi","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"636 57216696129 (i) on (i)","Chamoli, Somesh","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"637 57279120900 (i) on (i)","Chandra Mondal, Iswar","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"638 57227618400 (i) on (i)","Chaudhary, Naman","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"639 57221746650 (i) on (i)","Chauhan, Ashutosh","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"640 57214211852 (i) on (i)","Chethana","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"641 57258599200 (i) on (i)","Chethana Rao","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"642 57214226072 (i) on (i)","Chitineni, Khyathi","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"643 57226404260 (i) on (i)","Choudhary, Gitanshu","1","0","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"644 57225381694 (i) on (i)","Chouhan, Rohit","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"645 57212574939 (i) on (i)","Chowdury, Shubhajit Roy","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"646 57204818499 (i) on (i)","Daniel, Vineeth P.","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"647 57385294900 (i) on (i)","Debnath, Debarshi","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"648 57203876266 (i) on (i)","Deshinge, Akshay","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
"649 57263534400 (i) on (i)","Devi, Mamta","1","1","Indian Institute of Technology Mandi","Mandi","India"
"","View last title","","","",""
"","","","","","",""
