"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"801 57196263309 (i) on (i)","Verma, Rohit Kumar","5","4","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"802 57226344915 (i) on (i)","Verma, Sandeep Kumar  Verma, S. K.","10","4","SRM University-AP","Mangalagiri","India"
"","View last title","","","",""
"","","","","","",""
"803 57190958697 (i) on (i)","Verma, Santosh K.  Verma, S. K.","5","4","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"804 57200627948 (i) on (i)","Vinayak, Richa","4","4","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"805 57209486494 (i) on (i)","Wahid, Abdul","12","4","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"806 57191372713 (i) on (i)","Wrat, Gyan","8","4","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"807 57216287512 (i) on (i)","Acharya, Sourav","7","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"808 57190345516 (i) on (i)","Acharyya, Ankush","13","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"809 56154310600 (i) on (i)","Agarwal, Soham  Agarwal, S.","5","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"810 57223600154 (i) on (i)","Ahmad, Iqbal  Ahmad, I.","3","3","Indian Institute of Technology (ISM) Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"811 57210204975 (i) on (i)","Ahmad, Ozair  Ahmad, O.","3","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"812 57038856000 (i) on (i)","Ajit, K. Priya  Ajit, K. Priya   Ajit, K. P.","12","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"813 57204952484 (i) on (i)","Alam, Jenifer  Alam, J.","5","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"814 57212624955 (i) on (i)","Alam, Tanjir","5","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"815 57210688507 (i) on (i)","Alam, Tanweer","12","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"816 57195154330 (i) on (i)","Ali, Mohammad  Ali, Muhammad   Ali, Muhammed","3","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"817 36484048900 (i) on (i)","Ambast, A. K.","6","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"818 57208164779 (i) on (i)","Ansari, Zamir Ahmad  Ansari, Z. A.","7","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"819 56940518100 (i) on (i)","Antony Selvan, A.  Selvan, A. Antony","8","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"820 55923702800 (i) on (i)","Anudeep, Bhatraj D.J.  Anudeep, B. D.J.   Anudeep, Bhatraj","10","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"821 56946746300 (i) on (i)","Arjun, Kozhikkatil Sunil  Arjun, K. S.   Suni, Arjun Kozhikkatil","6","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"822 6603167571 (i) on (i)","Bahuguna, P. P.","8","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"823 35975677400 (i) on (i)","Baishya, Nayanjyoti  Baishya, N.","5","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"824 7003708369 (i) on (i)","Bandyopadhyay, U.","3","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"825 57203869853 (i) on (i)","Banerjee, Dhritiman","6","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"826 57207984051 (i) on (i)","Banerjee, Lalima","6","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"827 57217826499 (i) on (i)","Banerjee, Souvik","8","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"828 57209537809 (i) on (i)","Bansal, Shashank","9","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"829 57219938098 (i) on (i)","Barman, Prabir","4","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"830 57210560022 (i) on (i)","Basak, Sourav  Basak, Sourav Kr","11","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"831 36699316700 (i) on (i)","Bepari, Dipen  Bepari, DIpen   Bepari, D.","14","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"832 57205520395 (i) on (i)","Bera, Saheli  Bera, S.","3","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
"833 57207357782 (i) on (i)","Bhaduri, Kushanava","5","3","Indian Institute of Technology (Indian School of Mines), Dhanbad","Dhanbad","India"
"","View last title","","","",""
"","","","","","",""
