"Result Number","Author","Documents","h-index          Author metrics Scopus is adding an array of metrics for researchers. As an initial step, the h-index has been added.  The h-graph is one way of displaying and comparing the productivity and impact of published work of scholars. It should only be used together with a mix of quantitative and qualitative metrics.  More metrics will be added in the course of the year.","Affiliation","City","Country/Territory"
"801 55647470100 (i) on (i)","Jain, Vandana","21","4","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"802 37074872300 (i) on (i)","Ji, Alok  Ji, A.   ji, Alok","21","10","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"803 7201576297 (i) on (i)","Joshi, J. C.","21","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"804 57190401907 (i) on (i)","Katti, P. K.","21","7","IRDE","Dehradun","India"
"","View last title","","","",""
"","","","","","",""
"805 57226236562 (i) on (i)","Kumar, Nakul  Kumar, N.","21","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"806 42461668100 (i) on (i)","Kumar, Peeyush  Kumar, P.","21","14","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"807 57253988600 (i) on (i)","Kumar, Rajeev  Kumar, Raj   Kumar, R.","21","6","Bharat Petroleum Corporation Limited","Mumbai","India"
"","View last title","","","",""
"","","","","","",""
"808 57423138000 (i) on (i)","Kumar, Vinod","21","11","Cranfield University","Cranfield","United Kingdom"
"","View last title","","","",""
"","","","","","",""
"809 57212901525 (i) on (i)","Kumar, Vireshwar","21","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"810 8556245400 (i) on (i)","Madan, Alok        Madan, A.","21","7","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"811 57207496713 (i) on (i)","Moudgil, Akshay","21","8","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"812 21733802300 (i) on (i)","Nanda, Namita  Nanda, N.","21","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"813 57211990541 (i) on (i)","Nath Acharyya, Jitendra  Acharyya, Jitendra Nath","21","6","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
"814 57204032664 (i) on (i)","Parida, Asit Kumar  Kumar Parida, Asit   Parida, A. K.","21","11","Indian Institute of Technology Delhi","New Delhi","India"
"","View last title","","","",""
"","","","","","",""
